Date,Code,O,MO,AO,UL,LL,MUL,MLL,AUL,ALL,why_null,evidence
2008-05-07 00:00:00,51890,210.0,210.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=210)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,76610,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,23380,64500.0,64500.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=64500)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,44090,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,96350,241.0,241.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=241)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,72540,450.0,,450.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=450)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,93200,218.0,218.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=218)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,48630,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,37720,129000.0,129000.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=129000)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,23560,69500.0,69500.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=69500)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,77470,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,67210,35000.0,,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=35000)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,63600,170.0,170.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=170)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,68320,1180.0,1180.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=1180)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,45280,5550.0,,5550.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=5550)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,79790,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,63820,580.0,580.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=580)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,59180,318.0,,318.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=318)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,30630,74000.0,,74000.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=74000)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,66870,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,86660,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,98460,839.0,839.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=839)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,67430,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,16260,11920.0,11920.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=11920)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,86480,4200.0,,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=4200)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,80300,245.0,,245.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=245)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,93110,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,90820,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,31230,589.0,,589.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=589)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,86340,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,80230,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,32450,47100.0,47100.0,,1.0,0.0,1.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=47100)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,90590,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,64370,490.0,490.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=490)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,97640,118.0,118.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=118)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,16220,16890.0,,16890.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=16890)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,37530,60000.0,,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=60000)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,17640,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,97670,95.0,,95.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=95)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,80460,235.0,,235.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=235)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,61440,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,93550,176.0,176.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=176)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,57290,253.0,,253.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=253)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,17670,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,26080,171.0,171.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=171)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,47130,1090.0,,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=1090)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,47660,92.0,92.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=92)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,59560,223.0,,223.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=223)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,86890,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,45260,3090.0,,3090.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=3090)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,92330,450.0,450.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=450)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,68480,426.0,426.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=426)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,23510,31950.0,,31950.0,1.0,0.0,0.0,0.0,1.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=31950)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,21140,265.0,,265.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=265)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,28920,222.0,,222.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=222)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,68940,146.0,146.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=146)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,96240,324.0,324.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=324)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,95350,305.0,305.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=305)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,86850,4970.0,4970.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=4970)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,51610,991.0,991.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=991)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,22910,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,80790,446.0,,446.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=446)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,98320,2710.0,,2710.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=2710)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,78220,230.0,,230.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=230)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,16280,15200.0,,15200.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=15200)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,16240,25630.0,25630.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=25630)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,91740,121.0,121.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=121)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,20570,544.0,544.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=544)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,61120,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,97990,960.0,960.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=960)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,21220,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,86650,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,35970,866.0,866.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=866)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,40940,740.0,740.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=740)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,91930,587.0,,587.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=587)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,28310,885.0,885.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=885)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,99190,761.0,761.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=761)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,48500,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,16210,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,33920,130000.0,130000.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=130000)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,16270,13190.0,13190.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=13190)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,69920,278.0,,278.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=278)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,19710,92.0,92.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=92)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,79200,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,43640,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,49870,626.0,,626.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=626)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,66540,694.0,694.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=694)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,90170,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,59640,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,59190,480.0,,480.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=480)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,46420,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,58160,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,75630,240.0,,240.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=240)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,30111,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,28940,260.0,,260.0,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため前場データ欠損,J-Quants収録開始日(2008-05-07)。後場初値あり(O=AO=260)、全フラグ0、前場データ未収録と推定
2008-05-07 00:00:00,97480,293.0,293.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=293)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,95420,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,28980,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
2008-05-07 00:00:00,82540,339.0,339.0,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため後場データ欠損,J-Quants収録開始日(2008-05-07)。前場初値あり(O=MO=339)、全フラグ0、後場データ未収録と推定
2008-05-07 00:00:00,59330,,,,0.0,0.0,0.0,0.0,0.0,0.0,データ収録開始初日のため上場初日データ欠損,J-Quants収録開始日(2008-05-07)。全セッションNULL、全ストップフラグ0。データ未収録と推定
